PlaceNumber,Class,PlaceName,LineNumber,Station,Address,Telephone,Image,Website,OpeningHours,Fee,Closed,PayFree,lat,lng
391,박물관/기념관,영인문학관,3호선,경복궁역,서울 종로구 평창30길 81,02-379-3182,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100486&thumb=Y,young-in.kr,연 2회 (4~5월 9~10월)10:30~17:00,일반 4000원학생 2000원,월요일,유료,,
392,유적지,영휘원,1호선,청량리역,서울 동대문구 청량리동 204-2,02-962-0556,,,,,,,,
393,공연장,예빛섬,"3호선, 9호선",고속터미널역,서울 서초구 올림픽대로 683,02-3447-3084,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101416&thumb=Y,www.somesevit.co.kr/,,,연중무휴,,,
394,미술관,예술의 기쁨,"6호선, 경의선",효창공원앞역,서울 용산구 효창원로70길 35,02-717-5129,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101119&thumb=Y,https://www.joyofarts.org/,,,,,,
395,공연장,예술의전당,3호선,남부터미널역,서울 서초구 남부순환로 2406,02-580-1300,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100196&thumb=Y,www.sac.or.kr,공연별로 다름,공연별로 다름,연중무휴,유료,37.47901,127.01163
396,공연장,예스24 라이브홀,5호선,광나루역,서울 광진구 광장동 319-33,02-457-5114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100963&thumb=Y,https://yes24livehall.com,,,,,,
397,문화원,예지원,3호선,동대입구역,서울 중구 장충단로 72,02-2234-3325,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100525&thumb=Y,www.yejiwon.or.kr,,,,유료,37.55258738,127.0030662
398,미술관,예화랑,3호선,압구정역,서울 강남구 신사동 532-8,02-525-5543,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100036&thumb=Y,http://www.galleryyeh.com/,09:00~18:00  (주말 09:00 ~ 16:00),,일요일 공휴일 (전시중 무휴),유료,,
399,유적지,옛홍릉터,6호선,고려대역,서울 동대문구 회기로 57,,,,,,,,37.59312939,127.0436626
400,공연장,오류아트홀,1호선,오류동역,서울 구로구 경인로20가길 38,02-2614-7969,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4abb349200004a31ac922bd885547524&thumb=Y,https://www.guroartsvalley.or.kr/user/overall/overallArt6.do,,미정,월요일,유료,,
401,유적지,오위장김춘영가옥,"3호선, 4호선",충무로역,서울 중구 퇴계로 34길 28,02-2261-0571,,,,,,,37.5603498,126.9945024
402,공연장,오유아트홀,3호선,매봉역,서울 강남구 남부순환로378길 34-9,02-6712-0543,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101428&thumb=Y,www.gfac.kr,,,주말 또는 공휴일 / 행사별 상이,,,
403,기타,온조대왕문화체육관,5호선,고덕역,서울 강동구 고덕동 296,02-428-2020,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100846&thumb=Y,http://www.onjo.or.kr,,,,무료,,
404,공연/전시장,올리비아박 갤러리,수인분당선,압구정로데오역,서울 강남구 도산대로81길 40,02-517-3572,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5b939d2b62644660a68eabf7781168a7&thumb=Y,oliviaparkgallery.com,,0,일요일,무료,,
405,유적지,올림픽공원세계평화의문,8호선,몽촌토성역,서울 송파구 위례성대로 51,,,,,,,,37.51828436,127.1153354
406,기타,올림픽기념국민생활관,4호선,혜화역,서울 종로구 성균관로 91,02-745-6701,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100736&thumb=Y,http://www.ijongno.co.kr/html/sub/info_sisul/olympic/olympic_look.asp,,유료,,유료,,
407,문화원,올림픽스포츠센터,"5호선, 9호선",올림픽공원역,서울 송파구 방이동 89-12,02-401-7581,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100240&thumb=Y,,,,,유료,,
408,기타,옹기테마공원 체험장,6호선,봉화산역,서울 중랑구 신내로21길 116,02-2094-2966,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101312&thumb=Y,http://www.jungnang.go.kr/portal/main/contents.do?menuNo=201058,,,매주 일요일 월요일 (관공서 공휴일에 관한 규정에 따른 공휴일),,,
409,기타,용산 꿈나무 종합타운,"6호선, 경의선",효창공원앞역,서울 용산구 백범로 329,02-707-0704,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100996&thumb=Y,http://yongsanyouthtown.or.kr,,,,,,
410,공연장,용산 더줌아트센터,경의선,한남역,서울 용산구 독서당로 111,02-790-6792,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101090&thumb=Y,http://thezoom.kr/,,,,,,
411,공연장,용산 동자아트홀,"1호선, 4호선, 공항철도",서울역,서울 용산구 한강대로 372,02-6388-7978,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101085&thumb=Y,http://dongja-arthall.kr/,,,,,,
412,미술관,용산 아트스페이스 루,4호선,신용산역,서울 용산구 한강대로44길 5,02-790-3888,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101121&thumb=Y,http://www.artspaceloo.com/,,,,,,
413,공연장,용산 일신홀,6호선,한강진역,서울 용산구 한남대로 98,02-790-3364,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101086&thumb=Y,http://www.ilshinhall.com/,,,,,,
414,공연/전시장,용산공예관,6호선,한강진역,서울 용산구 이태원로 274,02-2199-6180,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101485&thumb=Y,http://crafts.yongsan.go.kr/,,,월요일 법정공휴일,,37.53898023,127.0020587
415,박물관/기념관,용산공원 갤러리,"4호선, 6호선",삼각지역,서울 용산구 한강로1가 1-1,02-2133-2588,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101531&thumb=Y,https://blog.naver.com/yongsanpark_gallery,,,월요일 일요일 공휴일,무료,,
416,공연장,용산꿈나무종합타운,"6호선, 경의선",효창공원앞역,서울 용산구 백범로 329,02-707-0570,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101257&thumb=Y,yongsanyouthtown.or.kr/,,,,,,
417,박물관/기념관,용산도시기억전시관,4호선,신용산역,서울 한강로3가 64-1,02-3785-2590,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101551&thumb=Y,https://blog.naver.com/yongsanpark_gallery,,,일 월 공휴일,무료,,
418,기타,용산문화체육센터,"6호선, 경의선",효창공원앞역,서울 용산구 문배동 19-2,02-707-2492~4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100743&thumb=Y,http://www.yongsangu-sc.or.kr,,,1 3 5주 일요일 공휴일 국경일 정기휴관일,유료,,
419,문화예술회관,용산아트홀,6호선,녹사평역,서울 용산구 이태원동,02-2199-7260,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100861&thumb=Y,http://art.yongsan.go.kr,공연에 따라 다름,,매주 월요일,유료,37.5327511,126.9904755
420,공연장,우란2경,2호선,성수역,서울 성동구 연무장7길 11,02-465-1418,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101414&thumb=Y,http://www.wooranfdn.org/main.jsp,,,공연에 따라 다름,,,
421,공연장,우리금융아트홀,"5호선, 9호선",올림픽공원역,서울 송파구 올림픽로 424,02-410-1114,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100671&thumb=Y,http://www.olympicpark.co.kr/,10:00-22:30,공연에 따라 다름,,유료,,
422,유적지,운현궁,3호선,안국역,서울 종로구 삼일대로 464,02-766-9090,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=edcaaf2a2f0d41259ac7c4bf50d7ffbf&thumb=Y,http://www.unhyeongung.or.kr/,하절기 : 09:00 ~ 19:00 (4월초~10월말) / 동절기 : 09:00 ~ 18:00 (11월초~3월말),,매주 월요일(월요일이 공휴일인 경우 정상 개관),유료,37.57606413,126.9870542
423,유적지,월계동각심재,1호선,월계역,서울 노원구 월계동,,,,,,,,37.63404669,127.0507656
424,유적지,유관순동상,6호선,버티고개역,서울 중구 장충동2가,,,,,,,,37.55506478,127.0032711
425,공연장,유니버설아트센터,5호선,아차산역,서울 광진구 천호대로 664,070-7124-1740,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100103&thumb=Y,www.uac.co.kr,,,,유료,,
426,공연장,유니플렉스,4호선,혜화역,서울 종로구 대학로12길 64,02-766-2115,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1870f977f8b425780ba7dedaa341f54&thumb=Y,http://www.uniplex.co.kr/,,0,월 공휴일,무료,,
427,공연/전시장,유담헌,3호선,안국역,서울 종로구 북촌로 76,02-515-9924,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101406&thumb=Y,www.thegooday.co.kr,,,없음,,,
428,미술관,유리지공예관,4호선,선바위역,서울 서초구 중앙로 555,02-578-6663,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100934&thumb=Y,http://yoolizzycraftmuseum.org/wp/,,,매주월요일공휴일,,,
429,박물관/기념관,육군사관학교 박물관,"6호선, 경춘선",신내역,서울 노원구 공릉동 77,02-2197-6451,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100126&thumb=Y,http://museum.kma.ac.kr,10:00~17:00,일반 2000원 중고생 이하 1000원외국인 3000원,월요일신정 설 추석,유료,,
430,박물관/기념관,윤동주문학관,3호선,경복궁역,서울 종로구 창의문로 119,02-2148-4175,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101524&thumb=Y,https://www.jfac.or.kr/site/main/home,,,매주 월요일 설날 및 추석 당일,무료,37.5920876,126.9671217
431,공연장,은평문화예술회관,6호선,역촌역,서울 은평구 녹번로 16,02-351-3736,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100949&thumb=Y,www.efac.or.kr,,,일요일,,37.60370,126.92787
432,박물관/기념관,은평역사한옥박물관,3호선,구파발역,서울 은평구 연서로50길 8,02-351-8523~4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=9af7d7ca50754a1f985a52f40ecf56c5&thumb=Y,http://museum.ep.go.kr,,,매주 월요일,유료,37.64048105,126.9381152
433,유적지,을지문덕장군상,5호선,아차산역,서울 광진구 능동,,,,,,,,37.55160552,127.0884421
434,유적지,의릉,6호선,상월곡역,서울 성북구 화랑로32길,02-964-0579,,,,,,,37.60383921,127.0575436
435,기타,이건하우스,"2호선, 경의선, 공항철도",홍대입구역,서울 마포구 동교로 161,1522-1271,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101323&thumb=Y,www.eagonstore.com,,,일요일 법정공휴일 기타 기업에서 휴관일로 정하는 날,,,
436,기타,이문체육문화센터,1호선,신이문역,서울 동대문구 이문동 189,02-963-0534~7,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100871&thumb=Y,http://www.dfmc.kr/course/gym/imun.asp,평일:06:00~22:00 / 토:06:00~18:00 / 일:09:00~18:00,,셋째주 일요일 (2012년부터는 넷째주 일요일),유료,,
437,박물관/기념관,이화여고 100주년기념관,5호선,서대문역,서울 중구 정동길 26,02-777-4257~8,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100536&thumb=Y,www.ewha.hs.kr,,,,유료,,
438,박물관/기념관,이화여대박물관,경의선,신촌역,서울 서대문구 대현동 11-1,02-3277-3152,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100177&thumb=Y,http://museum.ewha.ac.kr,오전 9시 30분 ~오후 5시휴관: 일요일 공휴일 및 여름ㆍ겨울방학,무료,일요일 공휴일 및 방학기간,무료,,
439,박물관/기념관,이화여자대학교 자연사박물관,경의선,신촌역,서울 서대문구 대현동 11-1,02-3277-3155,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100178&thumb=Y,http://home.ewha.ac.kr/~nhm,10:00~16:00,무료,일요일 공휴일 휴관,무료,,
440,유적지,이화장,4호선,혜화역,서울 종로구 이화장1길 32,02-762-3171,,,,,,,37.57830565,127.0063309
441,미술관,인사아트센터,3호선,안국역,서울 종로구 관훈동 188,02-736-1020,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100355&thumb=Y,http://www.insaartcenter.com/,10:00 ~19:00,,연중무휴,유료,37.57384942,126.9845974
442,미술관,인사아트프라자갤러리,"1호선, 3호선, 5호선",종로3가역,서울 종로구 관훈동 21,02-736-6347,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100356&thumb=Y,,10:00 ~ 18:00,,연중무휴,유료,,
443,미술관,일민미술관,5호선,광화문역,서울 종로구 세종로 139,02-2020-2055,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100430&thumb=Y,http://www.ilmin.org/,화~일 11:00~19:00,전시에따라 변동,월요일,유료,,
444,문화원,잠실종합운동장,"2호선, 9호선",종합운동장역,서울 송파구 올림픽로 25,02-2240-8801,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100258&thumb=Y,http://stadium.seoul.go.kr/guidance/guide_01.html,,,,유료,,
445,기타,잠실창작스튜디오,"2호선, 9호선",종합운동장역,서울 송파구 올림픽로25,02-423-6674,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=72773eb5d2e24030be7b4c535533e223&thumb=Y,https://www.sfac.or.kr/artspace/artspace/jamsil_main.do,,,매주 일요일 공휴일,무료,,
446,미술관,장디자인아트,수인분당선,압구정로데오역,서울 강남구 도산대로67길 27,02-514-0555,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1a27734b5fd4f5e9a06ce9d115a65cd&thumb=Y,https://www.jeandesignart.com/,,0,매주 일요일,무료,,
447,문화예술회관,장지공방,8호선,장지역,서울 송파구 충민로 10,02-739-6867,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101334&thumb=Y,www.kihpc.kr,,,,유료,,
448,문화원,장충체육관,3호선,동대입구역,서울 중구 장충동2가 220-102,02-2236-4197,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100522&thumb=Y,http://www.jangchunggym.co.kr/,,,,유료,,
449,문화예술회관,재미랑,4호선,명동역,서울 중구 퇴계로20길 42,02-779-6107,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100959&thumb=Y,http://www.ani.seoul.kr/,,,,,,
450,박물관/기념관,전쟁기념관,"4호선, 6호선",삼각지역,서울 용산구 용산동1가 8,02-709-3032,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100293&thumb=Y,www.warmemo.co.kr,09:30~18:00,일반 3000원초중고생 2000원유치원생 1000원,월요일,유료,37.53665643,126.9771373
451,유적지,전쟁기념관전사자명비,"4호선, 6호선",삼각지역,서울 용산구 이태원로 29,,,,,,,,37.53663441,126.9771523
452,박물관/기념관,전태일기념관,"2호선, 3호선",을지로3가역,서울 종로구 청계천로 105,02-318-0904,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2da03a8f5fb84ccea0b9e67bd9233be2&thumb=Y,taeil.org,,0,매주 월요일 1월 1일 설/추석 당일,무료,,
453,공연장,전통연희상설극장 광화문아트홀,3호선,독립문역,서울 종로구 사직동 284-1,02-2232-7952,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100901&thumb=Y,www.samulnori.xyz,,,,,,
454,공연장,정동극장,"1호선, 2호선",시청역,서울 중구 정동 8-11 길 43,02-751-1500,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100727&thumb=Y,http://www.chongdong.com/,상설공연 오후4시 8시,,,유료,,
455,유적지,정릉,우이신설경전철,정릉역,서울 성북구 아리랑로19길 116,02-914-5133,,,,,,,37.60212152,127.00609
456,유적지,정현왕후릉,"9호선, 수인분당선",선정릉역,서울 강남구 선릉로 100길 1,,,,,,,,37.51046535,127.0471651
457,공연장,정효아트센터 음악당,3호선,남부터미널역,서울 서초구 사임당로18길 52-2,02-523-6268,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101386&thumb=Y,http://www.jeonghyo.or.kr,,,,,,
458,유적지,조계사,1호선,종각역,서울 종로구 우정국로 55,02-768-7543,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101435&thumb=Y,http://www.jogyesa.kr/,,,없음,,37.57396014,126.9822643
459,유적지,조선선종선릉,"9호선, 수인분당선",선정릉역,서울 강남구 선릉로 100길 1,02-568-1291,,,,,,,37.50733764,127.0471461
460,미술관,조선일보미술관,5호선,광화문역,서울 중구 태평로1가 61-28,02-724-6322,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100543&thumb=Y,http://gallery.chosun.com/,10:00 ~ 18:00,무료(특별전시전은 제외),전시준비기간 및 기타 미술관 사정에 따라 달라질수 있음,무료,,
461,유적지,조선중종정릉,"2호선, 수인분당선",선릉역,서울 강남구 선릉로 100길 1,02-568-1291,,,,,,,37.50733764,127.0471461
462,유적지,조선지광사터,5호선,광화문역,서울 종로구 종로3길 33,,,,,,,,,
463,박물관/기념관,조세박물관,5호선,광화문역,서울 종로구 수송동 104,02-397-1635,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100439&thumb=Y,www.nts.go.kr/museum,평일 09:00~18:00,무료,공휴일 및 토요일 일요일,무료,,
464,미술관,조형갤러리,1호선,종각역,서울 종로구 인사동 194-27 5길 29,02-736-4804~5,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100475&thumb=Y,,10:30 ~ 18:30,,연중무휴,유료,,
465,미술관,종로구립 고희동미술관,3호선,안국역,서울 종로구 창덕궁5길 40,02-741-8424,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=100c880feb2245918c87b9e34152620e&thumb=Y,http://www.jfac.or.kr,,,월요일 1월 1일 설날 추석,무료,,
466,미술관,종로구립 박노수미술관,3호선,경복궁역,서울 종로구 옥인1길 34,02-2148-4171,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101126&thumb=Y,http://jfac.or.kr,,,매주 월요일 1월 1일 추석 당일,무료,37.58133,126.96681
467,공연장,종로구민회관,"1호선, 6호선",동묘앞역,서울 종로구 창신동 222-8,02-3672-2530~1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100734&thumb=Y,http://www.ijongno.co.kr,,,,무료,,
468,문화예술회관,종로문화재단,5호선,광화문역,서울 종로구 새문안로3길 3,02-6203-1155,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=17c33c1fa9cf4721a8ef03a91b0da56f&thumb=Y,https://www.jfac.or.kr/site/main/home,,0,시설별 휴관일 다름,무료,,
469,공연/전시장,종로문화재단 윤동주문학관,3호선,경복궁역,서울 종로구 창의문로 119,02-2148-4175,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101178&thumb=Y,https://www.jfac.or.kr/site/main/content/yoondj01,,,매주 월요일 1월1일 설날/추석 당일,,,
470,유적지,종묘(세계문화유산),"1호선, 3호선, 5호선",종로3가역,서울 종로구 종로 157,02-765-0195,,,,,,,37.57460,126.99414
471,박물관/기념관,종이나라박물관,3호선,동대입구역,서울 중구 장충동1가 62-35,02-2279-7901,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100898&thumb=Y,http://papermuseum.jongienara.co.kr/index.php,,,일요일,,,
472,기타,중구평생학습센터,"2호선, 5호선",을지로4가역,서울 중구 예관동 120-1,02-3396-4674,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101424&thumb=Y,http://e-lifelong.junggu.seoul.kr/index.do,,,토 일,,,
473,기타,중랑구민체육센터,6호선,봉화산역,서울 중랑구 신내로15길 189,02-3423-1070~4,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100760&thumb=Y,http://jungnangspo.seoul.kr,,,,,,
474,공연장,중랑문화체육관,7호선,사가정역,서울 중랑구 사가정로72길 47,02-436-9200,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100761&thumb=Y,http://jungnangspo.seoul.kr,,,둘째넷째다섯째주 일요일,유료,,
475,미술관,중랑아트센터,"경의선, 경춘선",망우역,서울 중랑구 상봉동 500,02-3407-6541,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e7fca4c251714470888d59b42c26199e&thumb=Y,https://www.jnac.or.kr/index.html,,0,매주 일?월요일 공휴일 휴관,무료,37.59850306,127.0919551
476,기타,중랑평생학습관,"경의선, 경춘선",망우역,서울 중랑구 망우로67길 10,02-2094-1926,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101431&thumb=Y,http://lifelong.jungnang.go.kr/study/main.do,,,공휴일,,,
477,박물관/기념관,짚풀생활사박물관,4호선,혜화역,서울 종로구 명륜2가 8-4,02-743-8787,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100410&thumb=Y,www.zipul.co.kr,화~일 10:00~17:30,성인 3000원유치원초중고생 2000원65세이상 2000원(20인이상 단체 1000원씩 할인),월요일신청 설날추석,유료,,
478,유적지,창경궁,4호선,혜화역,서울 종로구 창경궁로 185,02-762-4868,,,,,,,37.57878498,126.994876
479,유적지,창덕궁,3호선,안국역,서울 종로구 율곡로 99,02-3668-2300,,,,,,,37.57959 ,126.99106 
480,문화원,창동스포츠문화컴플렉스,"1호선, 4호선",창동역,서울 도봉구 노해로69길 132,02-901-5216,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100778&thumb=Y,http://www.dobongsiseol.or.kr/index_sport.html,,,,무료,,
481,공연장,창무예술원- 드 포스트,"2호선, 경의선, 공항철도",홍대입구역,서울 마포구 창전동 5-9,02-337-5961,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100174&thumb=Y,,,,,유료,,
482,유적지,창빈안씨묘역,"4호선, 9호선",동작역,서울 동작구 동작동 299-10,,,,,,,,37.49702636,126.9702832
483,문화예술회관,창신소통공작소,"1호선, 6호선",동묘앞역,서울 종로구 창신6가길 47,02-2088-1270,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101141&thumb=Y,https://www.jfac.or.kr/site/main/home,,,매주 월요일 1월 1일 설 추석 연휴,,,
484,유적지,천상열차분야지도각석,3호선,경복궁역,서울 종로구 효자로 12,02-3701-7500,,,,,,,,
485,박물관/기념관,청계천박물관 ,2호선,용두역,서울 성동구 청계천로 530,02-2286-3410,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e9ddb718e62e41b4bd26d41255ddc8b0&thumb=Y,https://museum.seoul.go.kr/cgcm/index.do,,0,1월 1일 매주 월요일 ,무료,,
486,유적지,청권사,2호선,방배역,서울 서초구 방배동,,,,,,,,37.48953757,127.0000696
487,공연장,청년허브,"3호선, 6호선",불광역,서울 은평구 통일로 684,02-6238-6900,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101388&thumb=Y,https://youthhub.kr/,,,일요일 법정공휴일,,,
488,기타,청춘극장,5호선,서대문역,서울 중구 새문안로 22,02-3672-4235,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=8fae9a00c4614c268e45bd4882139fbc&thumb=Y, http://cafe.naver.com/seoulsilvercinema,,2000원,설날추석 당일 매주 일요일,유료,37.56710206,126.9686279
489,기타,청춘삘딩,1호선,독산역,서울 금천구 시흥대로138길 10-11,070-7777-3745,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101187&thumb=Y,http://youthblg.org/,,,일요일휴무 법정공휴일 포함,,,
490,미술관,청화랑,7호선,청담역,서울 강남구 삼성로147길 4,02-543-1663,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a5912a86d4eb478a9643f9ebc45d50fc&thumb=Y,www.chungartgallery.com,,0,공휴일 일요일 (전시가 없을경우),무료,,
491,박물관/기념관,체신기념관,3호선,안국역,서울 종로구 견지동 39-7,02-734-8369,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100327&thumb=Y,없음,평일 09:00~18:00토요일 09:00~13:00,무료,국 공휴일,무료,37.57134,127.03505
492,유적지,초안산조선시대분묘군,4호선,수유역,서울 도봉구 창동,,,,,,,,37.63791852,127.0450844
493,박물관/기념관,초전섬유 퀼트박물관,4호선,명동역,서울 중구 남산동1가 20,02-753-4074,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100505&thumb=Y,http://jculture.co.kr/museum,10:00~17:00,개인 5000원학생 3000원,공휴일 및 일요일,유료,,
494,공연/전시장,충무로영상센터 오!재미동,"3호선, 4호선",충무로역,서울 중구 퇴계로 199,02-777-0421,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101188&thumb=Y,www.ohzemidong.co.kr,,,일요일 포함 공휴일 휴관,,37.56128198,126.9943109
495,공연장,충무아트센터,"2호선, 6호선",신당역,서울 중구 퇴계로 387,02-2230-6601,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5bed84bb6d7f419786d04f35acb75713&thumb=Y,www.caci.or.kr,,0,월요일,무료,37.56604549,127.0146493
496,유적지,충숙공이상길묘역,7호선,하계역,서울 노원구 한글비석로 144,,,,,,,,37.63986164,127.0768854
497,공연장,충정로난타극장,5호선,충정로역,서울 서대문구 충정로3가 476,02-739-8288,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100529&thumb=Y,http://nanta.i-pmc.co.kr/,월~일요일 및 공휴일 5시 8시,,,유료,,
498,유적지,충헌공김구묘역,9호선,한성백제역,서울 송파구 올림픽로 424,,,,,,,,,
499,미술관,카이스갤러리,수인분당선,압구정로데오역,서울 강남구 청담동 99-5,02-511-0668,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100063&thumb=Y,http://www.caisart.com/,10:00 ~ 18:00,,일요일 공휴일 (전시기간 무휴),유료,,
